"Hierarchy","Chart","Block","Block comment","Create block icon","Block icon","OCM possible","Readback allowed","Block group","Block type",
"WET SECTION\1st NIP\","M1FP07EA02K17","M213","valve Y11 fault","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M214","valve Y12 fault","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M215","valve Y13 fault","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M220","effective loading pressure>HH FS","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","M221","effective loading pressure>HH DS","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","M225","effective loading pressure<HH","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","M315","load setpoint reached","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M320","permission servo valves","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M321","p-controller permission Y13","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M322","p-controller permission Y11/Y12","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M360","servo valves ok","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M365","nip closed","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M370","nip loaded","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M375","line force < max","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","M823","pressure fault","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","M824","timer out","1","","0","1","","F_FBO_BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","MSG_01","21- 1st press nip 1 line frce","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\1st NIP\","M1FP07EA02K17","MSG_02","21- 1st press nip 1 line frce","1","WCC_Stat","1","1","","VP_MSG",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL1","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL2","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL3","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL4","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL5","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL6","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL7","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL8","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","MUL9","REAL-Multiplier","1","","0","1","","MUL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","OR1","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","OR2","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","OR3","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","OR4","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","OR5","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","OR6","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","PARAMETER FAULT","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","R301","setpoint lineforce load","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R332","setpoint loading pressure close (bar)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R340","setpoint back pressure FS close (bar)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R341","setpoint back pressure DS lineforce close (bar)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R352","setpoint loading pressure lineforce load (bar)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R365","setpoint profile FS (LF)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R372","setpoint profile back FS (bar)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R373","setpoint profile back DS (bar)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R375","setpoint loading pressure load","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R376","setpoint back pressure FS load","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R377","setpoint back pressure DS load","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R380","ramp loading pressure","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R381","ramp back pressure FS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R382","ramp back pressure DS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R385","SP loading pressure","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R386","p setpoint back pressure FS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R387","p setpoint back pressure DS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R390","Q setpoint loading pressure","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R391","Q setpoint back pressure FS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R392","Q setpoint back pressure DS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R400","Y13 act. P value","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R405","Y11 P-act. value (FS)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R410","Y12 P-act. value (DS)","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R442","actual value lineforce","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R460","actual value pressure SV1 1 (FS relief)","1","","0","1","","F_FR_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R461","actual value pressure SV2 1 (DS relief)","1","","0","1","","F_FR_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R462","actual value pressure SV3 1 (load)","1","","0","1","","F_FR_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R700","actual LF profile FS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R701","actual LF profile DS","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R702","lineforce with 0bar relief","1","","0","1","","ADD_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R800","actual flow","1","","0","1","","VP_DUMMY_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R805","actual flow","1","","0","1","","VP_DUMMY_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","R810","actual flow","1","","0","1","","VP_DUMMY_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP1","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP4","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP5","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP6","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP7","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP8","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RAMP9","ramp function","1","","0","1","","VP_RAMP",
"WET SECTION\1st NIP\","M1FP07EA02K17","RS1","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"WET SECTION\1st NIP\","M1FP07EA02K17","RS2","RS Flipflop, Reset forced","1","","0","1","","VP_RS_FF",
"WET SECTION\1st NIP\","M1FP07EA02K17","RS3","pump presel AUTO","1","","0","1","","VP_RS_FF",
"WET SECTION\1st NIP\","M1FP07EA02K17","RS4","pump presel AUTO","1","","0","1","","VP_RS_FF",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL1","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL10","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL11","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL12","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL13","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL14","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL15","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL16","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL17","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL18","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL19","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL2","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL20","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL21","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL22","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL23","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL3","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL4","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL5","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL6","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL7","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL8","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SEL9","","1","","0","1","","SEL_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","STATUS","bool to bool                         ","1","","0","1","","VP_DUMMY_16BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB1","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB2","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB3","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB4","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB5","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB6","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","SUB7","REAL-Subtraction","1","","0","1","","SUB_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF1","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF2","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF3","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF4","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF5","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF6","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","TOFF7","monoflop, On/Off-delay","1","","0","1","","VP_TIMER",
"WET SECTION\1st NIP\","M1FP07EA02K17","VISU_R_1","21- 1st press nip 1 line frce","1","","1","1","","VP_WR_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","VISU_R_2","21- 1st press nip 1 line frce","1","","1","1","","VP_WR_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","WARNING_MAINT","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K17","WR_BO","21- 1st press nip 1 line frce","1","","1","1","","VP_WR_BO",
"WET SECTION\1st NIP\","M1FP07EA02K17","X823","pressure fault","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K17","X824","fault delay","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K17","X825","21- effective loading pressure < HH","1","","1","1","","VP_LDIAG",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y11","Communication to IAC-P valve","1","","1","1","","VP_IACP",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y11 P","actual pressure","1","","0","1","","VP_DUMMY_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y11 VALVE NOK","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y11 Valve OK","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y12","Communication to IAC-P valve","1","","1","1","","VP_IACP",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y12 P","actual pressure","1","","0","1","","VP_DUMMY_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y12 VALVE NOK","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y12 Valve OK","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y13","Communication to IAC-P valve","1","","1","1","","VP_IACP",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y13 P","actual pressure","1","","0","1","","VP_DUMMY_R",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y13 VALVE NOK","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K17","Y13 Valve OK","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","ACK_01","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","ACK_02","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","ACK_03","F_:Acknowledgement for push buttons in safety functions","1","","0","1","","VP_F_SWA",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND1","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND10","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND11","order + GS","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND12","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND13","order + GS","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND14","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND2","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND3","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND4","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND5","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND6","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND7","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND8","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","AND9","F_:AND 4 Inputs","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","CHN_FAULT","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","CHN_WARN","Channel Warning","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","F_SWI_01","end position nip open","1","","0","1","","VP_F_SWI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","F_SWI_02","end position nip closed","1","","0","1","","VP_F_SWI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","F_SWI_03","close (PB)","1","","0","1","","VP_F_SWI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","F_SWI_04","open (PB)","1","","0","1","","VP_F_SWI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","F_SWI_05","permission (PB)","1","","0","1","","VP_F_SWI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I01","end position nip opened DS","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I02","end position nip closed DS","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I04","end position nip opened FS","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I05","end position nip closed FS","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I05b","stopper off DS","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I06","stopper off FS","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I10","open 1","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I11","open 2","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I12","close 1","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I13","close 2","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I14","permission 1","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","I15","permission 2","1","","0","1","","F_CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M601","close 2 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M602","close 1 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M603","open 1 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M604","open 2 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M605","permission 1 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M606","permission 2 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M611","end position nip open 1 FS (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M612","end position nip open 2 DS (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M613","end position nip closed 1 FS (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M614","end position nip closed 2 DS (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M700","hydr pr & servo ok","1","","0","1","","F_BO_FBO",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M800","open 2 (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M801","end position nip open","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M802","signal error closed (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M803","end position nip closed (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M805","error PB close","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M806","close (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M807","error PB open","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M808","open (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M809","error PB permission","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M810","permission (PB)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M820","open order","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M830","close order","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M840","nip is closed","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M841","nip is open","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M842","stopper off DS (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M843","stopper off FS (GS)","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","M844","stoppers off","1","","0","1","","F_AND4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","NOT","F_:Inverter","1","","0","1","","F_NOT",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR1","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR10","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR11","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR12","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR13","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR14","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR15","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR16","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR17","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR18","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR19","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR2","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR20","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR21","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR22","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR23","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR24","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR25","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR26","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR27","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR3","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR4","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR5","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR6","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR7","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR8","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","OR9","F_:OR 4 Inputs","1","","0","1","","F_OR4",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","Q01","close/load","1","","0","1","","F_CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","Q02","open","1","","0","1","","F_CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","Q03","release","1","","0","1","","F_CH_DO",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","TON1","F_:Timer Switch On Delay","1","","0","1","","F_TON",
"WET SECTION\1st NIP\","M1FP07EA02K15_S","TON2","F_:Timer Switch On Delay","1","","0","1","","F_TON",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND","LoopSpy","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND1","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND10","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND2","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND3","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND4","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND5","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND6","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND7","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND8","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","AND9","","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","CHN_FAULT","","1","","0","1","","OR",
"WET SECTION\1st NIP\","M1FP07EA02K15","FALLD","falling edge","1","","0","1","","VP_F_EDGE",
"WET SECTION\1st NIP\","M1FP07EA02K15","I07","FB_P_FILTER_H","1","","0","1","","CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15","I08","FB_P_FILTER_H","1","","0","1","","CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15","I09","FB_P_FILTER_H","1","","0","1","","CH_DI",
"WET SECTION\1st NIP\","M1FP07EA02K15","M100","load (PB)","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","M101","unload (PB)","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","M102","test (PB)","1","","0","1","","AND",
"WET SECTION\1st NIP\","M1FP07EA02K15","M111","end position nip open 1 FS (GS)","1","","0","1","","F_FBO_BO",
